name,duration_ms,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature
The Logical Song - Remastered 2010,251253,2,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,6mHOcVtsHLMuesJkswc0GZ,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,4
Breakfast In America - 2010 Remastered,159347,4,0.532,0.663,0,-5.886,0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,audio_features,4a5pNRjwmzYQuEY1E7O6pj,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/tracks/4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/audio-analysis/4a5pNRjwmzYQuEY1E7O6pj,4
Earth Song,406040,5,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377,audio_features,4GCGH6TJ69neckwITeBFXK,spotify:track:4GCGH6TJ69neckwITeBFXK,https://api.spotify.com/v1/tracks/4GCGH6TJ69neckwITeBFXK,https://api.spotify.com/v1/audio-analysis/4GCGH6TJ69neckwITeBFXK,4
Pour Some Sugar On Me - Remastered 2017,267307,5,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,audio_features,0PdM2a6oIjqepoEfcJo0RO,spotify:track:0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/tracks/0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/audio-analysis/0PdM2a6oIjqepoEfcJo0RO,4
Straight From The Heart,211933,4,0.587,0.237,0,-18.466,1,0.0272,0.0766,0.0,0.139,0.366,84.764,audio_features,5eaK7PLGwyDXmHfTdWZZuE,spotify:track:5eaK7PLGwyDXmHfTdWZZuE,https://api.spotify.com/v1/tracks/5eaK7PLGwyDXmHfTdWZZuE,https://api.spotify.com/v1/audio-analysis/5eaK7PLGwyDXmHfTdWZZuE,4
(Everything I Do) I Do It For You,394133,12,0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,audio_features,6eBK3edMW7bEzecF1eCezc,spotify:track:6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/tracks/6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/audio-analysis/6eBK3edMW7bEzecF1eCezc,4
Do I Have To Say The Words?,371173,8,0.505,0.585,7,-9.412,1,0.0289,0.0821,2.57e-06,0.161,0.47,128.051,audio_features,2jstyP5wqWuPfH8GCRUrwr,spotify:track:2jstyP5wqWuPfH8GCRUrwr,https://api.spotify.com/v1/tracks/2jstyP5wqWuPfH8GCRUrwr,https://api.spotify.com/v1/audio-analysis/2jstyP5wqWuPfH8GCRUrwr,4
When Love & Hate Collide,259160,1,0.485,0.53,4,-9.611,1,0.0279,0.0272,0.0,0.151,0.28,67.97,audio_features,1bCMeYi91d4TH2Z5tJMW0c,spotify:track:1bCMeYi91d4TH2Z5tJMW0c,https://api.spotify.com/v1/tracks/1bCMeYi91d4TH2Z5tJMW0c,https://api.spotify.com/v1/audio-analysis/1bCMeYi91d4TH2Z5tJMW0c,4
Margaritaville,249200,6,0.793,0.474,2,-15.903,1,0.0378,0.634,0.00051,0.0951,0.842,125.143,audio_features,57FvuUotRyzRl8hwIhCVuO,spotify:track:57FvuUotRyzRl8hwIhCVuO,https://api.spotify.com/v1/tracks/57FvuUotRyzRl8hwIhCVuO,https://api.spotify.com/v1/audio-analysis/57FvuUotRyzRl8hwIhCVuO,4
Maria,245701,4,0.545,0.812,9,-5.672,1,0.0609,0.028,0.00111,0.0749,0.785,159.69,audio_features,4jDhI4nE32u8meRN1aOu8u,spotify:track:4jDhI4nE32u8meRN1aOu8u,https://api.spotify.com/v1/tracks/4jDhI4nE32u8meRN1aOu8u,https://api.spotify.com/v1/audio-analysis/4jDhI4nE32u8meRN1aOu8u,4
Stuck In A Moment You Can't Get Out Of,271800,2,0.524,0.644,4,-4.986,1,0.0238,0.391,0.000246,0.168,0.324,158.52,audio_features,3xjTuTBaihydhSC7ByNoSb,spotify:track:3xjTuTBaihydhSC7ByNoSb,https://api.spotify.com/v1/tracks/3xjTuTBaihydhSC7ByNoSb,https://api.spotify.com/v1/audio-analysis/3xjTuTBaihydhSC7ByNoSb,4
Animal,247093,3,0.551,0.922,1,-5.336,0,0.0396,3.87e-05,1.29e-05,0.98,0.44,122.063,audio_features,3Dkl2HOfQTXtgzA83IUciz,spotify:track:3Dkl2HOfQTXtgzA83IUciz,https://api.spotify.com/v1/tracks/3Dkl2HOfQTXtgzA83IUciz,https://api.spotify.com/v1/audio-analysis/3Dkl2HOfQTXtgzA83IUciz,4
Rock with You - Single Version,220627,2,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,4
Said I Loved You...But I Lied,304867,1,0.547,0.569,10,-8.644,1,0.0271,0.189,7.05e-06,0.156,0.432,159.713,audio_features,2nfMrwg3aRhSAv4HX7IzJL,spotify:track:2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/tracks/2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/audio-analysis/2nfMrwg3aRhSAv4HX7IzJL,4
Heaven,236867,8,0.461,0.488,6,-11.143,1,0.0287,0.115,0.0,0.128,0.33,145.778,audio_features,2dEgwtRjYl6TJkIwjRwn6z,spotify:track:2dEgwtRjYl6TJkIwjRwn6z,https://api.spotify.com/v1/tracks/2dEgwtRjYl6TJkIwjRwn6z,https://api.spotify.com/v1/audio-analysis/2dEgwtRjYl6TJkIwjRwn6z,4
Rock of Ages,255613,13,0.525,0.89,8,-4.842,0,0.0377,0.000266,0.0,0.446,0.386,105.932,audio_features,4Tz6h239cOvKEFDNoKq24w,spotify:track:4Tz6h239cOvKEFDNoKq24w,https://api.spotify.com/v1/tracks/4Tz6h239cOvKEFDNoKq24w,https://api.spotify.com/v1/audio-analysis/4Tz6h239cOvKEFDNoKq24w,4
Here I Am - End Title,284067,1,0.581,0.777,8,-7.122,1,0.0296,0.0078,4.04e-05,0.0891,0.162,98.963,audio_features,0gJBPDy458wPeWGHei3TvO,spotify:track:0gJBPDy458wPeWGHei3TvO,https://api.spotify.com/v1/tracks/0gJBPDy458wPeWGHei3TvO,https://api.spotify.com/v1/audio-analysis/0gJBPDy458wPeWGHei3TvO,4
Come On Eileen,287307,10,0.45,0.658,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.781,106.799,audio_features,0EMmVUYs9ZZRHtlADB88uz,spotify:track:0EMmVUYs9ZZRHtlADB88uz,https://api.spotify.com/v1/tracks/0EMmVUYs9ZZRHtlADB88uz,https://api.spotify.com/v1/audio-analysis/0EMmVUYs9ZZRHtlADB88uz,4
Uptown Girl,194867,3,0.696,0.943,4,-2.962,1,0.0431,0.0736,0.0,0.653,0.833,129.003,audio_features,3CSpzkoL1XgDBZ1q9aDCUV,spotify:track:3CSpzkoL1XgDBZ1q9aDCUV,https://api.spotify.com/v1/tracks/3CSpzkoL1XgDBZ1q9aDCUV,https://api.spotify.com/v1/audio-analysis/3CSpzkoL1XgDBZ1q9aDCUV,4
Bad,247133,6,0.802,0.869,8,-5.03,1,0.0456,0.00712,0.241,0.0585,0.339,114.14,audio_features,3FvQH46A4B37eNHjooIXcu,spotify:track:3FvQH46A4B37eNHjooIXcu,https://api.spotify.com/v1/tracks/3FvQH46A4B37eNHjooIXcu,https://api.spotify.com/v1/audio-analysis/3FvQH46A4B37eNHjooIXcu,4
Heaven,243667,4,0.34,0.412,9,-13.727,0,0.0268,0.0596,0.0,0.117,0.402,69.857,audio_features,0GIOPJKTSxagq3rq07Ch3U,spotify:track:0GIOPJKTSxagq3rq07Ch3U,https://api.spotify.com/v1/tracks/0GIOPJKTSxagq3rq07Ch3U,https://api.spotify.com/v1/audio-analysis/0GIOPJKTSxagq3rq07Ch3U,4
Piano Man,336093,1,0.334,0.472,0,-8.792,1,0.0277,0.6,3.77e-06,0.317,0.431,179.167,audio_features,3FCto7hnn1shUyZL42YgfO,spotify:track:3FCto7hnn1shUyZL42YgfO,https://api.spotify.com/v1/tracks/3FCto7hnn1shUyZL42YgfO,https://api.spotify.com/v1/audio-analysis/3FCto7hnn1shUyZL42YgfO,3
I Still Haven't Found What I'm Looking For,277477,2,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,4
Gypsy,264907,6,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,audio_features,19Ym5Sg0YyOCa6ao21bdoG,spotify:track:19Ym5Sg0YyOCa6ao21bdoG,https://api.spotify.com/v1/tracks/19Ym5Sg0YyOCa6ao21bdoG,https://api.spotify.com/v1/audio-analysis/19Ym5Sg0YyOCa6ao21bdoG,4
All for Love,281200,15,0.51,0.44,2,-11.015,1,0.0293,0.125,0.0,0.0994,0.135,74.8,audio_features,4lsEHglVsLzILTDQ3CNESV,spotify:track:4lsEHglVsLzILTDQ3CNESV,https://api.spotify.com/v1/tracks/4lsEHglVsLzILTDQ3CNESV,https://api.spotify.com/v1/audio-analysis/4lsEHglVsLzILTDQ3CNESV,4
I Want To Break Free - Remastered 2011,258013,2,0.795,0.433,4,-8.927,1,0.0324,0.0853,0.000284,0.0762,0.6,108.947,audio_features,7h2yhVxcZOGyQdOwD4Hu8J,spotify:track:7h2yhVxcZOGyQdOwD4Hu8J,https://api.spotify.com/v1/tracks/7h2yhVxcZOGyQdOwD4Hu8J,https://api.spotify.com/v1/audio-analysis/7h2yhVxcZOGyQdOwD4Hu8J,4
Leather and Lace - 2016 Remaster,225573,8,0.49,0.432,3,-9.327,1,0.0298,0.639,0.0,0.104,0.367,153.753,audio_features,7kXM2obnaUVl014k00cdhF,spotify:track:7kXM2obnaUVl014k00cdhF,https://api.spotify.com/v1/tracks/7kXM2obnaUVl014k00cdhF,https://api.spotify.com/v1/audio-analysis/7kXM2obnaUVl014k00cdhF,4
The Tide Is High - Edit,233893,1,0.778,0.667,11,-7.273,1,0.0258,0.0514,0.0312,0.092,0.964,96.954,audio_features,165NAtd2DRPKNQ6EVY0VG9,spotify:track:165NAtd2DRPKNQ6EVY0VG9,https://api.spotify.com/v1/tracks/165NAtd2DRPKNQ6EVY0VG9,https://api.spotify.com/v1/audio-analysis/165NAtd2DRPKNQ6EVY0VG9,4
Free Fallin',256000,1,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,4
Here I Go Again,308800,6,0.213,0.634,4,-12.967,0,0.0596,0.369,0.00199,0.359,0.354,174.443,audio_features,29pzjF6ZkzcW3ofgOVbF0t,spotify:track:29pzjF6ZkzcW3ofgOVbF0t,https://api.spotify.com/v1/tracks/29pzjF6ZkzcW3ofgOVbF0t,https://api.spotify.com/v1/audio-analysis/29pzjF6ZkzcW3ofgOVbF0t,4
Money for Nothing,506400,2,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,audio_features,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,4
They Don't Care About Us,284160,2,0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,audio_features,3wuCCNCnBhJlwkIJTBZFiv,spotify:track:3wuCCNCnBhJlwkIJTBZFiv,https://api.spotify.com/v1/tracks/3wuCCNCnBhJlwkIJTBZFiv,https://api.spotify.com/v1/audio-analysis/3wuCCNCnBhJlwkIJTBZFiv,4
Billie Jean,294227,6,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,audio_features,7J1uxwnxfQLu4APicE5Rnj,spotify:track:7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/tracks/7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/audio-analysis/7J1uxwnxfQLu4APicE5Rnj,4
Sultans of Swing,350400,6,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,4
Another One Bites The Dust - Remastered 2011,214653,3,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,4
Walk Like an Egyptian,203227,4,0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,audio_features,5L6HNuXN71bfeuKXYtRasF,spotify:track:5L6HNuXN71bfeuKXYtRasF,https://api.spotify.com/v1/tracks/5L6HNuXN71bfeuKXYtRasF,https://api.spotify.com/v1/audio-analysis/5L6HNuXN71bfeuKXYtRasF,4
With Or Without You - Remastered,295516,3,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,6ADSaE87h8Y3lccZlBJdXH,spotify:track:6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,4
Smooth Criminal - 2012 Remaster,257760,10,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,audio_features,2bCQHF9gdG5BNDVuEIEnNk,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,https://api.spotify.com/v1/tracks/2bCQHF9gdG5BNDVuEIEnNk,https://api.spotify.com/v1/audio-analysis/2bCQHF9gdG5BNDVuEIEnNk,4
Mary Jane's Last Dance,272267,15,0.402,0.814,10,-4.954,1,0.14,0.0383,1.19e-06,0.266,0.516,170.02,audio_features,5eYwDBLucWfWI5KsV7oYX2,spotify:track:5eYwDBLucWfWI5KsV7oYX2,https://api.spotify.com/v1/tracks/5eYwDBLucWfWI5KsV7oYX2,https://api.spotify.com/v1/audio-analysis/5eYwDBLucWfWI5KsV7oYX2,4
Wonderful Tonight,225027,2,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,audio_features,6zC0mpGYwbNTpk9SKwh08f,spotify:track:6zC0mpGYwbNTpk9SKwh08f,https://api.spotify.com/v1/tracks/6zC0mpGYwbNTpk9SKwh08f,https://api.spotify.com/v1/audio-analysis/6zC0mpGYwbNTpk9SKwh08f,4
Baby Did a Bad Bad Thing,174453,1,0.547,0.434,2,-10.818,1,0.0768,0.349,0.000359,0.114,0.57,152.913,audio_features,6CTAqGQtAoE5bNqKRHsqRG,spotify:track:6CTAqGQtAoE5bNqKRHsqRG,https://api.spotify.com/v1/tracks/6CTAqGQtAoE5bNqKRHsqRG,https://api.spotify.com/v1/audio-analysis/6CTAqGQtAoE5bNqKRHsqRG,4
Wicked Game,286880,3,0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,audio_features,390AWnOn2rfe9FzQjYmxIH,spotify:track:390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/tracks/390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/audio-analysis/390AWnOn2rfe9FzQjYmxIH,4
Please Forgive Me,353427,13,0.553,0.438,9,-8.347,1,0.0275,0.554,5.62e-06,0.105,0.151,67.004,audio_features,2LQktBKYD12TpS38YOZJH4,spotify:track:2LQktBKYD12TpS38YOZJH4,https://api.spotify.com/v1/tracks/2LQktBKYD12TpS38YOZJH4,https://api.spotify.com/v1/audio-analysis/2LQktBKYD12TpS38YOZJH4,3
Englishman In New York,267267,3,0.674,0.347,9,-17.707,1,0.0364,0.396,1.05e-05,0.0916,0.647,102.013,audio_features,4KFM3A5QF2IMcc6nHsu3Wp,spotify:track:4KFM3A5QF2IMcc6nHsu3Wp,https://api.spotify.com/v1/tracks/4KFM3A5QF2IMcc6nHsu3Wp,https://api.spotify.com/v1/audio-analysis/4KFM3A5QF2IMcc6nHsu3Wp,4
Shape Of My Heart,278933,9,0.524,0.31,6,-12.929,0,0.0333,0.722,0.000765,0.0729,0.289,83.931,audio_features,5TrvGxuqaYKsF7C0NfrLrY,spotify:track:5TrvGxuqaYKsF7C0NfrLrY,https://api.spotify.com/v1/tracks/5TrvGxuqaYKsF7C0NfrLrY,https://api.spotify.com/v1/audio-analysis/5TrvGxuqaYKsF7C0NfrLrY,4
Roxanne - Remastered 2003,191947,3,0.608,0.746,0,-8.851,1,0.354,0.026,2.39e-06,0.043,0.745,134.03,audio_features,0SYRVn2YF7HBscQEmlkpTI,spotify:track:0SYRVn2YF7HBscQEmlkpTI,https://api.spotify.com/v1/tracks/0SYRVn2YF7HBscQEmlkpTI,https://api.spotify.com/v1/audio-analysis/0SYRVn2YF7HBscQEmlkpTI,4
Fields Of Gold,222240,3,0.649,0.308,2,-13.086,1,0.0261,0.359,0.0443,0.0757,0.341,103.975,audio_features,5Y9Hqg5Z3EHUDDwd54FDQb,spotify:track:5Y9Hqg5Z3EHUDDwd54FDQb,https://api.spotify.com/v1/tracks/5Y9Hqg5Z3EHUDDwd54FDQb,https://api.spotify.com/v1/audio-analysis/5Y9Hqg5Z3EHUDDwd54FDQb,4
You're in My Heart (The Final Acclaim),267907,7,0.554,0.293,9,-12.336,1,0.0341,0.632,0.0,0.13,0.354,103.293,audio_features,4P9kOK2PafbamK95SJOCbO,spotify:track:4P9kOK2PafbamK95SJOCbO,https://api.spotify.com/v1/tracks/4P9kOK2PafbamK95SJOCbO,https://api.spotify.com/v1/audio-analysis/4P9kOK2PafbamK95SJOCbO,4
I Love Rock 'n' Roll,177087,12,0.762,0.482,4,-4.35,0,0.0734,0.0725,3.26e-06,0.0802,0.684,94.009,audio_features,0p20xyAdYkaxAPWdXr0sir,spotify:track:0p20xyAdYkaxAPWdXr0sir,https://api.spotify.com/v1/tracks/0p20xyAdYkaxAPWdXr0sir,https://api.spotify.com/v1/audio-analysis/0p20xyAdYkaxAPWdXr0sir,4
You Rock My World - Radio Edit,265933,15,0.819,0.774,4,-2.53,0,0.101,0.0297,0.000626,0.0896,0.947,95.004,audio_features,4oY2T9ur7Ll5b2kpBlcWcb,spotify:track:4oY2T9ur7Ll5b2kpBlcWcb,https://api.spotify.com/v1/tracks/4oY2T9ur7Ll5b2kpBlcWcb,https://api.spotify.com/v1/audio-analysis/4oY2T9ur7Ll5b2kpBlcWcb,4
Beautiful Day,246400,1,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,audio_features,1VuBmEauSZywQVtqbxNqka,spotify:track:1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/audio-analysis/1VuBmEauSZywQVtqbxNqka,4
You Shook Me All Night Long,210880,2,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.00075,0.297,0.769,127.316,audio_features,6yl8Es1tCYD9WdSkeVLFw4,spotify:track:6yl8Es1tCYD9WdSkeVLFw4,https://api.spotify.com/v1/tracks/6yl8Es1tCYD9WdSkeVLFw4,https://api.spotify.com/v1/audio-analysis/6yl8Es1tCYD9WdSkeVLFw4,4
Back In Black,255493,6,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,4
Highway to Hell,208400,1,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,4
Superstar,231507,6,0.331,0.258,8,-11.178,1,0.0294,0.717,4.45e-05,0.131,0.147,83.285,audio_features,4bSz90jEZFKHUK7pwTFBes,spotify:track:4bSz90jEZFKHUK7pwTFBes,https://api.spotify.com/v1/tracks/4bSz90jEZFKHUK7pwTFBes,https://api.spotify.com/v1/audio-analysis/4bSz90jEZFKHUK7pwTFBes,4
Yesterday Once More,233533,6,0.253,0.391,4,-13.662,1,0.037,0.7,0.0,0.36,0.362,168.96,audio_features,24Qo0pcx4gjBNQNp1cTOVw,spotify:track:24Qo0pcx4gjBNQNp1cTOVw,https://api.spotify.com/v1/tracks/24Qo0pcx4gjBNQNp1cTOVw,https://api.spotify.com/v1/audio-analysis/24Qo0pcx4gjBNQNp1cTOVw,4
Top Of The World,179173,2,0.378,0.349,10,-12.918,1,0.0455,0.817,0.0,0.0999,0.663,184.428,audio_features,4mtUOBfy2KjqTOPl7N8esR,spotify:track:4mtUOBfy2KjqTOPl7N8esR,https://api.spotify.com/v1/tracks/4mtUOBfy2KjqTOPl7N8esR,https://api.spotify.com/v1/audio-analysis/4mtUOBfy2KjqTOPl7N8esR,4
(They Long To Be) Close To You,276000,6,0.543,0.241,8,-14.59,1,0.0344,0.669,6.27e-05,0.121,0.205,89.078,audio_features,79SE4x5ZROfEqaN12nXFHj,spotify:track:79SE4x5ZROfEqaN12nXFHj,https://api.spotify.com/v1/tracks/79SE4x5ZROfEqaN12nXFHj,https://api.spotify.com/v1/audio-analysis/79SE4x5ZROfEqaN12nXFHj,4
The First Cut Is the Deepest - 2008 Remaster,267853,9,0.538,0.502,0,-13.22,1,0.0331,0.219,8.33e-05,0.0856,0.414,81.297,audio_features,2FFq7apKbtiPLpnyF92Q83,spotify:track:2FFq7apKbtiPLpnyF92Q83,https://api.spotify.com/v1/tracks/2FFq7apKbtiPLpnyF92Q83,https://api.spotify.com/v1/audio-analysis/2FFq7apKbtiPLpnyF92Q83,4
Have I Told You Lately - 2008 Remaster,241507,10,0.523,0.366,10,-14.069,1,0.0331,0.498,0.0,0.094,0.291,142.814,audio_features,6mIY6O7uNGgVqOoX70UAYh,spotify:track:6mIY6O7uNGgVqOoX70UAYh,https://api.spotify.com/v1/tracks/6mIY6O7uNGgVqOoX70UAYh,https://api.spotify.com/v1/audio-analysis/6mIY6O7uNGgVqOoX70UAYh,4
Father Figure - Remastered,336667,2,0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,audio_features,5xkryYsb54wBXhI4ZzKZzX,spotify:track:5xkryYsb54wBXhI4ZzKZzX,https://api.spotify.com/v1/tracks/5xkryYsb54wBXhI4ZzKZzX,https://api.spotify.com/v1/audio-analysis/5xkryYsb54wBXhI4ZzKZzX,4
Kissing a Fool - Remastered,280720,9,0.28,0.384,2,-9.845,0,0.031,0.114,1.33e-06,0.0831,0.143,77.949,audio_features,7gfaQwPZu47Uh8rwKtsPwN,spotify:track:7gfaQwPZu47Uh8rwKtsPwN,https://api.spotify.com/v1/tracks/7gfaQwPZu47Uh8rwKtsPwN,https://api.spotify.com/v1/audio-analysis/7gfaQwPZu47Uh8rwKtsPwN,4
Hand to Mouth - Remastered,276200,6,0.736,0.606,0,-10.866,1,0.0366,0.00583,0.207,0.0473,0.933,138.687,audio_features,5xkSvwYI8Nv72KoWOuU6HU,spotify:track:5xkSvwYI8Nv72KoWOuU6HU,https://api.spotify.com/v1/tracks/5xkSvwYI8Nv72KoWOuU6HU,https://api.spotify.com/v1/audio-analysis/5xkSvwYI8Nv72KoWOuU6HU,4
Woman,207013,1,0.538,0.556,3,-8.806,1,0.0231,0.242,0.00239,0.0853,0.793,159.758,audio_features,4eug5z9kaJbQ65C7IteNFF,spotify:track:4eug5z9kaJbQ65C7IteNFF,https://api.spotify.com/v1/tracks/4eug5z9kaJbQ65C7IteNFF,https://api.spotify.com/v1/audio-analysis/4eug5z9kaJbQ65C7IteNFF,4
Need You Tonight,180518,4,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,audio_features,5eU8qMd0TpaLqTGDZJaLDs,spotify:track:5eU8qMd0TpaLqTGDZJaLDs,https://api.spotify.com/v1/tracks/5eU8qMd0TpaLqTGDZJaLDs,https://api.spotify.com/v1/audio-analysis/5eU8qMd0TpaLqTGDZJaLDs,4
Hungry Heart,199453,6,0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,audio_features,1KsI8NEeAna8ZIdojI3FiT,spotify:track:1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/audio-analysis/1KsI8NEeAna8ZIdojI3FiT,4
China Girl - 1999 Remaster,333267,2,0.626,0.642,4,-9.838,0,0.0264,0.00961,0.081,0.156,0.817,133.947,audio_features,1bki22ZoLCkqb0QIJ5PtJF,spotify:track:1bki22ZoLCkqb0QIJ5PtJF,https://api.spotify.com/v1/tracks/1bki22ZoLCkqb0QIJ5PtJF,https://api.spotify.com/v1/audio-analysis/1bki22ZoLCkqb0QIJ5PtJF,4
Ebony & Ivory,222467,14,0.632,0.559,4,-11.564,1,0.0355,0.148,0.0,0.0515,0.757,80.709,audio_features,6lUXKiuZ4n7fgLJU8wJtBf,spotify:track:6lUXKiuZ4n7fgLJU8wJtBf,https://api.spotify.com/v1/tracks/6lUXKiuZ4n7fgLJU8wJtBf,https://api.spotify.com/v1/audio-analysis/6lUXKiuZ4n7fgLJU8wJtBf,4
Modern Love - 1999 Remaster,288467,1,0.315,0.889,0,-8.192,1,0.041,0.000376,0.00241,0.133,0.961,181.329,audio_features,7LyIoUsiMtelB1I0I4drEF,spotify:track:7LyIoUsiMtelB1I0I4drEF,https://api.spotify.com/v1/tracks/7LyIoUsiMtelB1I0I4drEF,https://api.spotify.com/v1/audio-analysis/7LyIoUsiMtelB1I0I4drEF,4
Maneater - Radio Edit,270947,61,0.728,0.518,11,-11.114,0,0.038,0.0153,4.19e-05,0.103,0.833,88.708,audio_features,028r3igL3M00VdRCe2Ga7Q,spotify:track:028r3igL3M00VdRCe2Ga7Q,https://api.spotify.com/v1/tracks/028r3igL3M00VdRCe2Ga7Q,https://api.spotify.com/v1/audio-analysis/028r3igL3M00VdRCe2Ga7Q,4
